Date,Open,High,Low,Close,Adj Close,Volume
2009-12-31,39.11000061035156,39.2400016784668,38.79999923706055,38.81999969482422,29.194168090820312,1196700
2010-01-04,39.099998474121094,39.970001220703125,38.91999816894531,39.880001068115234,29.991329193115234,2238700
2010-01-05,39.77000045776367,40.810001373291016,39.72999954223633,40.810001373291016,30.690717697143555,2782200
2010-01-06,41.369998931884766,41.54999923706055,40.86000061035156,41.380001068115234,31.119382858276367,3575200
2010-01-07,41.29999923706055,41.95000076293945,41.099998474121094,41.689998626708984,31.352506637573242,2992900
2010-01-08,41.380001068115234,41.900001525878906,41.34000015258789,41.84000015258789,31.465328216552734,1463600
2010-01-11,41.97999954223633,42.97999954223633,41.90999984741211,42.380001068115234,31.871429443359375,3510700
2010-01-12,42.060001373291016,42.43000030517578,41.31999969482422,41.70000076293945,31.360036849975586,2711400
2010-01-13,41.90999984741211,42.279998779296875,41.41999816894531,42.209999084472656,31.74357032775879,2946700
2010-01-14,41.9900016784668,42.189998626708984,41.59000015258789,42.02000045776367,31.600688934326172,1698400
2010-01-15,41.79999923706055,41.849998474121094,41.45000076293945,41.619998931884766,31.299861907958984,2017600
2010-01-19,41.4900016784668,42.20000076293945,41.290000915527344,42.060001373291016,31.630767822265625,2086500
2010-01-20,41.75,41.95000076293945,41.31999969482422,41.900001525878906,31.510448455810547,1721200
2010-01-21,41.880001068115234,42.150001525878906,40.34000015258789,40.75,30.645605087280273,2616500
2010-01-22,40.68000030517578,40.91999816894531,39.66999816894531,39.7599983215332,29.90107536315918,2967100
2010-01-25,40.279998779296875,40.959999084472656,40.06999969482422,40.43000030517578,30.404935836791992,1541200
2010-01-26,40.18000030517578,40.880001068115234,39.88999938964844,40.099998474121094,30.156782150268555,1996400
2010-01-27,40.13999938964844,40.93000030517578,39.880001068115234,40.90999984741211,30.765926361083984,1991000
2010-01-28,41.18000030517578,41.279998779296875,39.220001220703125,39.970001220703125,30.05900764465332,2013300
2010-01-29,40.099998474121094,40.150001525878906,38.0099983215332,38.2400016784668,28.757980346679688,4036600
2010-02-01,38.5,39.83000183105469,38.40999984741211,39.7599983215332,29.90107536315918,2153600
